p1,p2
"Well I have a video, you have to pay attention. No this, this voice woman, she's so talented but, according to the producer people, they said she doesn't have like the right look or something, ya know. I mean, it's like, she's like one of those an imals at the pound who like nobody wants 'cause they're not pretty enough or you know. Like, like some old dog who's just kind of like stinky and. Huuuuh, oh my God, she's smelly cat. Oh, oh that song has so many levels.","OK, Phoebs. But what about you?"
"Hey Eddie, you uh, wanna play some foosball?",
"Yeah o-, OK, alright. Doesn't matter, time for Baywatch.","No thanks man, I'm not uh, I'm not really into sports."
You don't like that show?,"Y-, y-, you like that show?"
Well that's the brilliance of it. The pretty people... and the running.,"Wha-, n-, no. I mean it's just a bunch of pretty people runnin' around on the beach, ya know."
"Oh o-, OK man.","I tell ya, I-, I'm gonna go read in my room for a little while."
"Smelly cat, smell-ly cat, what are they feeding you? Everybody.",
Monica.,"Smelly cat, smell-ly cat, it's not your fault."
Chandler.,They won't take you to the vet.
Joey.,You're obviously not their favorite pet.
Rachel.,It may not be a bed of roses.
"Uh, Ross, those are the only lines we have, sorry. OK, you guys, once more.",And you're no friend to those with noses.
Oh Drake.,
"I'm sorry I'm late, what happened?",I'm sorry Amber. It's just like Brad to have to have the last word.
I want you Drake.,"We, we just wanna see the end."
What?,I know you do but you and I can never be together that way.
So what happens next?,There's something I never told you Amber. I'm actually your half- brother.
God that is good TV.,"Well, I get the medical award for separating the siamese twins. Then Amber and I go to Venezuela to meet our other half-brother, Ramone. And that's where I find the world's biggest emerald. It's really big but it's cursed."
"Phoebs, play with meeee.",
"Ya know Phoebs, don't feel so bad for 'em. After they're done playing, I break out the little plastic women and everybody has a pretty good time.","No. This game is grotesque. Twenty armless guys joined at the waist by a steel bar, forced to play soccer forever. Ahh, hello, human-rights violation."
"Ah he's a, he's not a big fan of foosball.",Why don't you play with your roommate?
"No he's, he's alright, just uh, he spends most of his time in his room.","Uh oh, ooh, are we not getting along with the new boy?"
We don't need to remedy that.,"Maybe that's because you haven't taken the time to get to know him. Let's remedy that, shall we?"
What was that?,"Oh yeah, it'll be fun."
"Yeah alright, that sounds alright.","Hi, um, I just thought that it would be fun if the three of us had some beers and got to know each other."
That was so lame.,"Oh good, ok. Oh nooo, I have to go because I'm late for my um, Green Eggs and Ham discussion group. Um tonight it's why he would not eat them on a train. Have fun bye."
"So, you uh, you think that Speed Racer guy gets a lot of tickets er?","I know, yeah. Ok, talk to him."
"That's good, that's good. So, so, so who broke up with who?",
"That's good man, when everybody knows that the uh, the capital of Cambodia is uh...",What're you kidding? I broke up with her. She actually thought that Sean Penn was the capital of Cambodia.
"Not Sean Penn. Alright, I, I've got a funny one, alright. My last girlfriend Tilly. Ok, we're eating breakfast, right, and I made all these pancakes, there was like 50 pancakes right. And all of the sudden she turns to me, alright, and she says, 'Eddie.' I say, 'yeah,' she says, 'Eddie, I don't want to see you anymore.' And it was literally like she had reached into my chest, ripped out my heart, and smeared it all over my life, ya know. And now there's like this incredible abyss, ya know, and I'm falling and I keep falling and I don't think I'm ever gonna stop. That uh, wasn't such a funny story, was it?",Well it's not Sean Penn.
"And a crusty old man said I'll do what I can and the rest of the rats played moroccas. That's it, thanks, good night.",
Great set tonight Phoebs.,"Phoebe's got another job, right?"
"Well, we should probably get going.",I know.
"Ya know, I was thinking. Ya know how we always stay at your apartment? Well, I thought maybe tonight we'd stay at my place.","Um, we should go too, I got patients at 8 in the moring."
"Well, maybe you don't need them.","I don't know, I don't have my jammies."
"Shut up, I'm happy.","My baby sister, ladies and gentlemen."
"Oh, thank you Phoebs. That's very sweet.","Oh, this is so nice. Alright I have to make a speech. I just wanna say that of all the guys that Monica has been with, and that is a lot, I like you the best."
"Hear that? She likes me best, and apparently there've been a lot.",Ok.
Phoebe's dead.,"Not a lot, Phoebe's kidding, Phoebe's crazy."
Hi.,
I'm looking for Eddie Minowick.,Hi.
Thanks.,"Oh, uh, he's not here right now, uh, I'm Chandler, can I take a message, or, or a fishtank?"
I'm Tilly.,"Oh, oh, c'mon in."
I gather by that oh that he told you about me.,Oh.
He's kind of intense huh?,"Oh yeah, your uh, name came up in a uh, conversation that terrified me to my very soul."
A little what?,"Yes. Hey, can I ask you, is Eddie a little..."
Hello Tilly.,Bit country? C'mon in here you roomie.
That's very thoughtful of you. It's very thougtful.,"Eddie, I just came by to drop off your tank."
Bye-bye.,"Well, ok then. I'm gonna go. Bye."
"So, we gettin' a fish?",Bye.
,You had sex with her didn't you?
"Oh, ooh, Soap Opera Digest, oh that's one of my favorite digests.","Phoebs, check it out, check it out, check it out, check it out."
"Ok, ok, ok. Ooh, hey 'new doc on the block, Days of Our Lives' Joey Tribbiani.' Ooh, cool picture.","Page 42, page 42, page 42."
"Hey is this true, that you write a lot of your own lines?","Ooh, I look good."
"Ohh, ok, I see what you did there. Aren't you afraid though, that the writers are gonna be kinda mad when they read this?","Uh, well, kinda yeah. Like, remember last week when Alex was in the accident? Well the line in the script was, 'If we don't get this woman to a hospital, she's going to die.' But I made it, ' If this woman doesn't get to a hospital, she's not gonna live.'"
,"Huh? Never really thought about the writers. The scripts just kinda come to my house. But you know what? This makes me look good, which makes the show look good, which makes the writers look good so how could they be mad about that?"
,"Makes up most of his lines. Son-of-a-. Yeah, well, write this jerkweed."
"Uhh, I don't know, I just bring the scripts.","I fall down an elevator shaft? What the hell does this mean, I fall down an elevator shaft?"
Right. Could you sign this?,"They can't kill me, I'm Francesca's long lost son."
I don't think that's gonna affect the plot of the show.,"No. No way, I'm not signing that."
"Er, uh, I'm just gonna go. Sorry.",How can they do this to me?
"Well it wasn't that many guys. I mean, if you consider how many guys there actually are, it's a very small percentage.",
G'night.,"Hey, it's not that big a deal, I was just curious."
"Alright, before I tell you, uh, why don't you tell me how many women you've been with.",Night Richard. Good luck Mon.
"Two? TWO? How is that possible? I mean, have you seen you?",Two.
"Two it is. Ok, time for bed, I'm gonna go brush my teeth.","Well, I mean what can I say? I, I was married to Barbara for 30 years. She was my high school sweetheart, now you, that's two."
"Ok, it is definitely less than a ballpark.","Woah, woah, no wait a minute now. C'mon it's your turn. Oh c'mon. Ya know, I don't need the actual number, just a ballpark."
"Tell me about it. So what, what's your magic number?","Wow, I am so glad I'm not Monica right now."
"C'mon, you know everyone I've been with. All, both of them.",Uhhhooo.
Better not be doin' these in order.,"Well, there's you."
"Oh yes, the weenie from Torrini.","Ok, uh, Billy Dreskin, Pete Carney, Barry, and uh, oh, Paolo."
Really?,"Oh honey, are you jealous of Paolo? Oh, c'mon, I'm so much happier with you than I ever was with him."
,"Oh please. That Paolo thing was barely a relationship. All it really was was just, ya know, meaningless animal sex. Ok, ya know, that sounded soooo much better in my head."
"That's very interesting, ya know, 'cause that's exactly what someone who slept with her would say.","Eddie, I didn't sleep with your ex-girlfriend."
Where's Buddy?,"This is nuts. This is crazy. She came over for like two minutes, dropped off a fish tank, and left, end of story."
"My fish, Buddy.",Buddy?
"Oh, this is, this is unbelievable. I mean, first you sleep with my ex-girlfriend then you insult my inteligenct by lying about it and then you kill my fish, my Buddy?",There was no fish when she dropped it off.
,Hey I didn't kill your fish. Look Eddie... Would you look at what I'm doin' here. That can't be smart. So we're just gonna take this guy right off ya and put him here in Mr. Pocket. Tangellon?
Well yeah.,That's it? That's the giant number you were afraid to tell me?
You really ok with it?,"Well, that's not bad at all. I mean, you had me thinkin it was like a fleet."
"Oh, yay. Ok about that two.","Oh honey, I'm fine."
"Well, it just seems like a really small number.","What? Alright, what about my two?"
"And, well, don't you have a lot of wild oats to sew? Or is that what you're doing with me? Oh my God, am I an oat?","Right, and..."
But you've only slept with two people.,"Honey, you are not an oat. I, I mean I don't know, I, I guess I'm just not an oat guy. I've only slept with women I've been in love with."
"Wow. Oh wow. You know I love you too, right.",Right.
"Ross, Ross, please listen to me. Ross, you are so much better for me than Paolo ever was. I mean you care about me, you're loving, you make me laugh.",Now I do.
"God, Ross, look, what you and I have is special, all Paolo and I ever had was...","Oh, hey, if I make you laugh, here's an idea, why don't you invite Paulo over and have a little romp in the sack and I'll just stand in the corner and tell knock-knock jokes."
"Ok, Ross, try to hear me. Ok, I, hey, I'm not gonna lie to you. Ok, it was good with Paolo.","Animal sex, animal sex? So what're you saying, I mean, you're saying that like, there's nothing between us animal at all. I mean there's not even like, uhm, a little animal, not even, not even like, like chipmunk sex?"
"But, what you and I have is so much better. Ok, we have tenderness, we have intimacy, we connect. Ya know, I swear, this is the best I have ever had.",Knock-knock.
"Oh, hi.",Until now.
"Oh my God, honey that's great.",Hi. Richard just told me he loves me.
Oh they're in the top drawer. Hurry.,I know. I just can't find...
Ooooh yeah.,You need one too?
Monica.,There's only one.
Rachel. Hey.,"Hi. Uh, we'll be right there, we're just trying to decide something."
"Good, good, good. So, is uh, was your moustache, did, used to be different?",Hey. They're just trying to decide somehting.
"Oh. How do you uh, ya know, keep it so neat?",No.
Oh. And what do you call that?,I have a little comb.
"Ok, I, I will do your laundry for one month.",A moustache comb.
"Ok, ok, ok, I will, I will, I, hey, I will clean the apartment for two months.",No.
Agghhh.,"Alright, I tell you what, I'll give this to you now if you can tell me where we keep the dustpan."
Rock-paper-scissors?,So were you in Nam?
One two three.,Yeah.
"Fine, go have sex.",Yeesss.
"No, no way. You've got it totally the other way around my friend. John Voit was...","No. You have got it completely wrong. John Savage was deerhunter, no legs, John Voit was coming home, couldn't feel his legs."
"What, what oh....",Honey.
"It's not gonna happen. They're doing it tonight, we can do it tomorrow.",Shall we?
,"Uh, in the future, if I could see the schedule beforehand..."
Why?,"So, when I woke up this morning, he'd stolen all the insoles out of my shoes."
Why would you kill his fish?,Because he thinks I slept with his ex-girlfriend and killed his fish.
"Chandler honey, I'm sorry. Ok, can we watch Joey's show now please?","Because sometimes, Phoebe after you sleep with someone, you have to kill the fish."
"Wait, he's not here yet.",Yeah.
Yeah.,"So, he's on the show, he knows what happens."
"Oh, I'm fine about my problem now, by the way.",Alright.
"Amber, I want you to know that I'll always be there for you, as a friend and as your brother.",Oh good.
"Hard day huh? First the medical award, this.",Oh Drake.
"Dr. Remore, report to first floor emergency, stat.",Some guys are just lucky I guess.
"No, no, they only said you.","Well then, uh, I uhh, guess that's me. Anyone else need to go on the elevator? Dr. Horton, Dr. Wong?"
I love you Drake.,"Oh, ok. Alright."
"Drake, look out.","Yeah, whatever. Oh no."
Did they just kill off Joey?,Ahhhhhhhhhhhhhhhhhhhhhhhhh.
,No. Now maybe.
Joey.,C'mon.
I don't feel like talkin.,Open up. We want to talk to you.
We're worried about you.,"Oh c'mon Joey, we care about you."
Sorry Joey,And some of us really have to pee.
"Listen, sorry about your death, that really sucks.",Hey.
How could you not tell us?,We came over as soon as we saw.
"Well, maybe they can find a way to bring you back.","I don't know, I was kinda hopin' no one would ever find out."
"But Joey, you're gonna be fine. You don't need that show, it was just a dumb soap opera.","Naa, they said that when they found my body, my brain was so smashed in that the only doctor that could have saved me was me. Supposed to be some kind of irony or somethin."
"Yes, I was going to incorporate that. Oh good, here's Monica, she'll have something nice to say.","Phoebe, this was the greatest thing that ever happened to me."
It's gonna be ok. You know that?,"Um, I straightened out your shower curtain so you won't get mildew. What? To me that's nice."
I'm sorry man.,"No, I don't. It's like, ya know, you work your whole life for somethin' and you think that when you get it it's never gonna be as good as you thought it would be. But this so was. Ya know, it changed everything. Like the other day, I got this credit card application, and I was pre- approved. Huh? I've never been pre-approved for anything in my life."
"No, that means nothin to me.","Yeah, Joey honey, I don't know if this'll mean anything to you but you'll always be pre-approved with us."
Uhhhaahh.,
"Yeah alright. What're these, raisins?","Pecan sandy, just made em."
"Listen Eddie, um, I've been thinking about our current living situation and uh, why are you smiling?","Uh, sure, why not."
"Well that's not an, even a real fish. No, that's a goldfish cracker.","I got a little surprise, look. There's a new fishie. I named him uh, Chandler, you know, after, after you."
"Ok, good night. You big freak of nature.",What's you point man?
,
Hey.,Hey.
"Ohh, brisk tonight.",Hey.
Let's never speak of this.,Oh man.
,You got it.
Hey Eddie. Daahh!! What're you doin' here?,
Why?,"Nothin' roomie, just watchin' you sleep."
I can't sleep now.,"Makes me feel um, peaceful, heh-heh, please."
"No, look, that's it, it's over, I want you out, I want you out of the apartment now.",You want me to sing?
Hannibal Lecter...better roommate than you.,"Woah, woah, woah, what're, what're you talkin' about man."
I didn't realize that.,"No. See now I don't think you're being fair. I mean one night you see me and you get scared, I mean, what about all the other nights when you don't see me, huh? What about last night when you went and got a drink of water and I was nice enough to hide behind the door, what's that about, huh?"
GET OUT NOW!!,Yeah.
Yes please.,"Ok, you really want me out?"
I want you out.,"Ok, then I want to hear you say it, I, I want to hear you say you want me out."
Where did you hear it from before?,"No no no, I wanna hear it from your lips."
I heard that.,"Oh, right, all right, you know what pallie I understand, consider me gone, you know what, I'll be out by the time you get home from work tomorrow."
Hey.,
"Hey. Whe-ell, look at you, finally got that time machine workin' huh?",Hey.
A mirror?,"Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?"
"Wow, for a guy who's recently lost his job, you're in an awfully good mood.","Fine, make fun. I think it's jaunty."
Cache? Jaunty?,"Hey, I'll be alright. I mean it's not like I'm starting from sqare one. I was Dr. Drake Remoray on Days of Our Lives. Heh? I mean that's gotta have some kind of cache."
Hey.,Chandler gave me word of the day toilet paper. I'm gonna get some coffee.
Hey.,Hey.
"Oh my God, it was incredible.","Oooh, so so so, did you read the book?"
"Woah, woah, woah, what book is this?",Didn't it like totally speak to you?
"Yeah and oh, and but there's, there's wind and the wind can make us Goddesses. But you know who takes out wind? Men, they just take it.",Rachel you have to read this book. It's called Be Your Own Windkeeper. It's about how women need to become more empowered.
"Ya-huh, all the time, cause they are the lightning bearers.",Men just take out wind?
Yeah.,Wow.
"It is nothing like the Hobbit. It's like reading about every relationship I've ever had, except for Richard.","Well that sounds kinda cool, kinda like The Hobbit."
No.,"Oh yes, no, Richard would never steal your wind."
Yes. But all the other ones.,"No, 'cause he's yummy."
Anybody want a croan.,"Oh yes. Oh and, the part about how they're always like drinking from out pool of inner power, but God forbid we should take a sip."
,"Ok, this is a typical lightning-bearer thing. Right there, it's like, um, 'Hello, who wants one of my fallic shaped man cakes?'"
"So, you're not mad at me for getting fired and everything?",Don't worry about it already. Things happen.
"No, can we get back to me?","Joey, look at me, look at me. Do I have lipstick on my teeth?"
Alright. Cab driver number two?,"Look honey, people get fired left and right in this business. I already got you an audition for Another World."
But I was Dr. Drake Remoray. How can I go from bein' a neurosurgeon to drivin' a cab?,You're welcome.
"But this is a two line part, it's like takin' a step backwards. I'm not gonna do this.","Things change, roll with em."
I'm sorry. See ya.,"Joey, I'm gonna tell you the same thing I told Al Minser and his pyramid of dogs. Take any job you can get and don't make on the floor."
"Oh, God, oh, God, I mean it's just so.",
"Uhh, I mean this is like reading about my own life. I mean this book could have been called 'Be Your Own Windkeeper Rachel'.",Isn't it.
Hey you guys.,I don't think it would have sold a million copies but it would have made a nice gift for you.
"Uh, sweetie we've gotta go.",Hey.
No?,NO!
Actually it's the movie theatre that has the time schedule. So you don't miss the beginning.,"No, why do we always have to do everything according to your time table?"
You go girl. I can't pull that off can I?,"No, see this isn't about the movie theatre, this is about you stealing my wind."
"Yes, my wind. How do you expect me to grow if you won't let me blow?","Excuse me, your, your, your wind?"
"Ok, I just, I just really need to be with myself right now. I'm sorry.","You, you know I, I don't, have a- have a problem with that."
"You're right, I don't have to apologize. Sorry. Damnit!","Um-um, um-um."
What is it?,
"See, this is why I don't date women who read. Uh-oh.","I, I don't know, it's got all this stuff about wind and trees and there's some kind of sacred pool in it. I mean, I don't really get it but she's, she's pretty upset about it."
It's my VISA bill. Envelope one of two. That can't be good.,"What, what's that?"
Oh my God.,"Open it, open in."
"Look at this, how did I spend so much money?",Woah.
Ahh.,"Uh Joey, that's just the minumum amount due, that's your total due."
"My animals. Hey the guy said they suited me, he spoke with an accent, I was all confused. I don't know what I'm gonna do.","What, woah, woah, $3500 at porcelain safari?"
What?,Well I guess you can start by drivin a cab on Another World.
That's a two line part.,That audition.
So what.,"Joey, you owe $1100 at I Love Lucite."
"Hey, look, I don't need you getting all judgemental and condescending and pedantic.","So suck it up man, it's a job, it's money."
Yeah.,Toilet paper?
"Well knock it off, you're supposed to be my friend.","Look, I'm not being any of those things, ok, I'm just being realistic."
"Well then tell me things like, 'Joey you'll be fine,' and, 'Hang in there,' and, and, 'Somethin' big's fonna come along, I know it.'",I am your friend.
"Hey Ross, I'm aware of what I owe.",But I don't know it. What I do know is that you owe $2300 at Isn't it Chromantic.
"Look, I don't wanna hear this right now.","Ok, well then get some sense. I mean it took you what, 10 years to get that job, who knows how long it's gonna be till you get another."
Well don't just say.,"Huh, I'm just saying..."
Ok.,"Ya know, maybe, maybe I should just go."
"I don't need to think about it. I was Dr. Drake Remoray. That was huge. Big things are gonna happen, you'll see. Ross, you still there?","Ok. I'll see ya later. Just think about it, ok."
Hey pal.,
"Ah, just some basic dehydrating of a few fruits and vegetables. MAN ALIVE this thing's fantastic!",Ahhhh-gaaaahhh. Eddie what're you still doin' here?
"Oh yeah, that's right, look I got us a new goldfish. He's a lot fiestier that the last one.","Look Eddie, aren't you forgetting anything?"
"Well, not unless it's got something to do with dehydrating my man because right now I'm a dehydrating maniac!","Maybe 'cause the last one was made by Pepperidge Farm. Look Eddie, isn't there something else you're supposed to be doing right now?"
"Ah-ah-ah, you know what that is?",Look you have to help me out here. I thought we had a deal. I thought by the time...
That's a tomato. This one definitely goes in the display.,Your last roommate's kidney?
"Hey Gunther, let me get a lemonade to go.",
"Ah, it's career stuff. I don't know if you heard but they killed off my character on the show.",Lemonade? You ok man?
I fell down an elevator shaft.,"Oh, that's too bad. How'd they do it?"
What?,That sucks. I was buried in an avalanche.
,I used to be Bryce on All My Children.
Daaahhhh!,
"Why must everybody watch me sleep? There'll be no more watching me sleep, no more watching.",Aaahhhhhhh! Aaahhhh!
Uuuh.,I wa-
"Hey man, check it out, I got some great stuff to dehydrate here. I got some grapes, got some apricots, I thought it would be really cool to see what happens with these water balloons.",
What?,"Get out. Get out, get out, get out, get out, get out, get out."
"You, you want, you want me to move out?","You, move out. Take your fruit, your stupid small fruit and GET OUT!"
"I uh, I gotta tell you man, I mean, that's uh, it's kinda out of the blue, I mean don't you think?",Uh-huh.
"Ohhhh. Relax, take it easy buddy. Tell me twice, you want me to go? Alright, alright, guess I'll be back for my stuff. But if you think for one second I'm leaving you alone with my fish, you're insane Jack!","This is not out of the blue, this is smack dab in the middle of the blue."
No help required Chico.,You want some help.
"All the way to the airport huh? You know that's over 30 miles, that's gonna cost you about so bucks.",
What?,"Excuse me, that's 50 bucks."
"Ohh, you know what it is? It's smudgy 'cause they're fax pages. Now when I was on Days of Our Lives as Dr. Drake Remoray, they'd send over the whole script on real paper and everything.",Five oh dollars.
"And, and just so you know, if you wanted to expand this scene like, like have the cab crash or somethin', I could attend to the victims 'cause I have a background in medical acting.",That's great.
"No no, uh, don't thank me for comin' in. Uh, at least let me finish. Uh, we could take the expressway but uh, this time of day you're better off taking the budge. You were goin' for the word bridge there weren't ya. I'll have a good day.","Ok, listen, thanks for coming in."
"Ok, question number 28, have you ever allowed a lighning bearer to take your wind? I would have to say no.",
What?,And I would have to say pah-huh.
Yeah you like totally let him wash his feet in the pool of your inner power.,Do you not remember the puppet guy?
"Yeah ok, well at least I didn't let some guy into the forest of my righteous truth on the first date.",And his puppet too.
Paul.,Who?
"Ok, ok, ok, moving on, moving on, next question. Ok number 29, have you ever betrayed another goddess for a lightning bearer? Ok, number 30.",Oh.
"Not uh, not to my recollection.","Woah, woah, woah, let's go back to 29."
Only 'cause you took up half the circle.,"Huuh, alright, Danny Arshak, ninth grade. Oh, c'mon Rach, you know the bottle was totally pointing at me."
Well not when they find out you slept with Jason Hurley an hour after he broke up with Monica.,Listen to you two. It's so sad. Looks like I'm gonna be going to the goddess meetings alone.
,One hour? You are such a leaf blower.
"Oh my God, what's goin' on?","Oh hey uh, be careful with that 3-D last supper, Judas is a little loose."
"No look I wasn''t right, that's what I came here to tell you. I was totally hung up on, on my own stuff. Listen, I'm someone who needs the whole security thing, ya know. To know exactly where my next paycheck is coming from buy you, you don't need that and that's amazing to me. I could never do what you do Joey.",They're takin all my stuff back. I guess you were right.
Yeah. And you should hold out for something bigger. I can't tell you how much respect I have for you not going to that stupid cab driver audition.,Thanks Ross.
"Great, how did it go?",I went.
Good for you.,I didn't get it.
You're livin' the dream.,What?
All right then.,Huh?
What?,"Oh, not my parrot."
"Hey hold on, hold on. How much for the uh, how much to save the bird?",I can't watch this.
Dollars? You spent $1200 dollars on a plastic bird?,1200.
"Go ahead, go ahead with the bird. Ok, do you have anything for around 200?","Uhhh, I was an impulse buyer, near the register."
Huh.,"Uh, the dog."
I'll take it. My gift to you man.,Yeah.
,Thanks Ross. I really like that bird though...I'll take the dog though.
We didn't order cake.,Here are your cakes.
You're right.,"No, I know, they're from me. Look you guys this is not good. I mean we have enough trouble with guys stealing our wind without taking it from each other."
I love you goddesses. I don't ever want to suck your wind again.,You know.
We're good.,Thank you. So are we good?
Yeah.,We're good?
"Ding dong, the psycho's gone.","Ok, let me take these cakes back 'cause they're gonna take that out of my paycheck."
"Yes, yes I actually saw him leave. I mean that guy is standing in the window holding a human head. He is STANDING IN THE WINDOW HOLDING A HUMAN HEAD!",Are you sure this time?
There is no alley behind Macy's.,"Check it out man, I tore it off some mannaquin in the alley behind Macy's."
Our next cocktail party?,"So I got it in the junior miss department, big diff. Anyway check it out man, it's gonna make a hell of a conversation piece at out next cocktail party, huh pal?"
"Eddie, do you remember yesterday?","Yeah, you know, put chips in it, we'll make like a chip chick."
Do you remember talking to me yesterday?,"Uh yes, I think I vaguely recall it."
So what happened?,"Uh, yes."
Oh sweet Moses.,We took a road trip to Las Vegas man.
"Naah, I crapped out, but Mr. 21 over here he cleans up, 300 bucks, check it out he buys me these new shoes, sweet huh?","So on this road trip, did you guys win any money?"
Yeah. Well see ya upstairs. See ya pals.,Nice.
,Is anyone else starting to really like him?
May I help you?,
"Well, I'm, I'm sorry... Ahhh. Have we met?",Why doesn't my key work and what's all my stuff doin' downstairs?
"I, I'm sorry, I uh I already have a roommate.","It's Eddie you freak, your roommate."
"Yeah, he's lived here for years, I don't, I don't know what you're talking about man.",Hello.
"Well I, I think we'd remember something like that.","No he, he moved out and I moved in."
"Well that's uh, that's a good point. Um ok, well, uh, I guess I got the wrong apartment then. I, I'm, look, I'm, ya know, I'm sorry, I'm terriably sorry.",I know I would.
See ya. Goodbuy you fruit drying psychopath. So you want me to help you unpack your stuff?,Hey no problem.
Welcome home man.,"Na, na I'm ok. Oh and uh, just so you know, I'm not movin' back in 'cause I have to. Well, I mean, I do have to. It's just that that place wasn't really, I mean, this is..."
Absolutely.,A little foos?
Ah that's a cantelope.,What happened to the foosball?
"Hey look, are we gonna have to bring this out every time Ross comes over?",
"I'm gonna hold him a different way. Look I don't understand, if you hated it so much, why did you buy it in the first place?",He paid a lot of money for it.
"So is he housetrained or is he gonna leave little bathroom tiles all over the place? Stay. Good, STAY! Good fake dog.","Well, I had a whole ceramic zoo thing goin' over there but now, without the other ones, it just looks tacky."
Hey. Watcha guys doin?,
"Why are you guys so upset? It's Old Yeller, it's a happy movie.",Monica's making us watch Old Yeller.
What're you talkin' about?,What?
"Yeah but Phoebs, what about the end?","C'mon, happy family gets a dog, frontier fun."
That's not the end.,What when Yeller saves saves the family from the wolf and everyone's happy?
What about the part where he has rabies?,Yu-huh. That's when my mother would shut off the TV and say 'The end'.
"Uh, Phoebe, I don't think your mom would want you to see what's about to happen.","He doesn't have rabies, he has babies. That's what my mom said."
,"What, what's about to happen? I've never seen this part before. Hey, Travis, watcha doin' with that gun? Oh no, no no Travis, put down the gun. No no no no, he he's your buddy, he's your Yeller, no, no no, the end, THE END."
"Ya know, one of these times you're gonna really be naked and we're not gonna come over.","Hey, have you guys eaten, because uh, Richard and I just finished and we've got leftovers... Chicken and potatoes... What am I wearing?...Actually, nothing but rubber gloves."
"Well, how do you find clothes that fit?","Alright, I've got a leg, three breasts and a wing."
"Alright, for the bizillionth time, yes I see other women in shower at the gym, and no I don't look.","Oh, hey, Monica, we've got a question."
"Yeah, Ross can't go so it's between my friend Eric Prower who has breath issues and Dan with the poking. 'Did you see that play? Do you want some more beer? Is that Spike Lee?'","No, not that one. We're trying to figure out who to bring to the Knicks game tonight, we have an extra ticket."
"Ok, uh, hey Richard, if you had an extra ticket to the Knicks game and you had to choose between a friend who smells and one who bruises you who would you pick?","Ok. Hey, why don't you ask Richard?"
"Ok, that's Eric.","Wow. Well being a huge Knicks fan myself, I think you should take someone who's a huge Knicks fan."
"I meant, why don't you take Richard to the game? What?",Glad to be of help. Matches.
C'mon. Keeps his fingers to himself and he's always minty fresh.,I don't know.
"So what, he's a little older, big deal, I mean he's important to me. Ya know if you ask him, he might take you on his Jag.","I don't know, Richard's really nice and everything, uh, it's just that we don't know him really well, ya know, and plus he's, ya know, old -er than some people, but, uh, younger than some buildings."
"Ok, this could be tough.",How do we say yes now and make it seem like we're not doin' it just to ride in the cool car?
"Ooh, you almost had it.","Ok ok ok ok. Monica, we'll bring him, but only if he takes the Jaguar."
"No no, you're fine, you're fine.",
Hi.,Hello
Hi honey.,Hey.
What?,Oh you guys are not gonna believe what happened.
"Ok, we were sitting over there playing on the floor and he grabs the table and he pulls himself up. He pulled himself up. Standing man. I'm sorry you guys missed it but I did tape it so it you guys want to see it.",What?
You can watch our tape if you want.,"Uhh, we know, he already did it last week."
"Actually, he is getting closer on the talking thing. He can't quite say mama yet, but once he said yumen.","I don't believe this. I miss, I miss the first time of everything. I missed, what, the first time he rolled over, the first time he crawled. What else did I miss? Has he spoken yet, is he driving, does he have a favorite liquour?"
Great. That would be fine.,"Ooh, I, I'm so sick of missing stuff. Ya know, I want him for more than, than a day, I want him for a whole weekend. No listen , I mean, I feel like-"
"Oh shout, that would have been fun.","Really? I mean, I, I had a whole speach prepared."
,"Oh look, did, did you just see that? Did you see? He just waved, he just waved, he's never waved before, you've never waved before. Yes he has. Very good."
"Hey Phoebs, whatcha got there?",Hey.
"Wow, all you need now is The Killing Fields and some guacamole and you've got yourself a part-ay.","Ok, Love Story, Brian's Song, and Terms of Endearment."
Hey.,"Yeah, I talked to my grandma about the Old Yeller incident, and she told me that my mom used to not show us the ends of sad movies to shield us from the pain and sadness. You know, before she killed herself."
Hey.,Hey.
"Yeah right after we stole his lunch money and gave him a wedgie. What's the matter with you, he's parking the car.","Hey. Where is he, where's Richard? Did you ditch him?"
Your boyfriend is so cool.,So'd you guys have fun?
"Yeah, he let us drive his Jaguar. Joey for 12 blocks, me for 15.",Really?
"Oh, what about that thing he did when he tipped the guy who showed us to our seats. You never even saw the money, it was like this. Hey Chandler, thanks for showing us to our seats .","Wow, he must like you the best."
No problem. Hey Chandler,"You're welcome. Hey Joey, thanks for parking the car ."
Ok.,I think they get it.
He-he-eyy.,There's the man.
Ok. He kept my dollar.,"Hey, you're gettin' better. I'm gonna keep this by the way."
"So your first whole weekend without Ben, what're you guys gonna do?",
"Yeah, a woman I went to college with just became the first female blacksmith down there.","Uh, we're going down to Colonial Williamsburg."
Think I better go before mommy starts weeping.,"Well, ya know, they're a little behind the times in Colonial Williamsburg."
We love you. Buy.,Buy mommy.
Ross.,"Have a good time. Ok, Ben."
"Look. Joey, do you know we can see you from here?",Yeah.
"Well for starters, you may want to light it and lose the spatula.",How come Richard looks so much cooler with one of these than me?
"Not like him, per-se, just not un-like him.","You know what, I think it's cute, you trying to be more like Richard."
"Just tryin' somethin' here, ya know.",Look it's the artist formerly known as Chandler.
"Oh we flipped for it. I got the cigar, he got the moustache. Figured if we both grew it, we'd look like dorks.","So Joey, why didn't you grow a moustache?"
"Hey listen, we've gotta go, I promised Richard we'd meet him downstairs.","Yeah, you really sidestepped that land mine."
