p1,p2
"It's just that he doesn't have that much free time, ya know, and I don't know, what do I do?",Does it matter? You're ultimately just gonna die or get divorced or have to blow your pets head off.
Aghh.,Me too.
I've got a question. Richard made plans again with the guys.,"Yeah well, Ross just made plans for the whole century."
"Ya know what, I think I'm gonna go to my room and read Cosmo, maybe there's something helpful in there. Know what, at least maybe I can learn how to do an at home bikini wax with leftover Cristmas candles.","Ok, what the hell happened back there?"
"I don't know, you tell me. One minute I'm holding Ben like a football, the next thing I know, I've got two kids, I'm living in Scarsdale complaining about the taxes.","Well I'm sorry, I think about stuff. Ya know, I mean, you're at work, you're assembling bones, your mind wanders."
"Ross, you have planned out the next 20 years of our lives, we've been dating for six weeks.","C'mon, what, you never think about our future?"
"Yes, but I, I think about who's apartment we're gonna sleep at tomorrow night and, and where we're gonna have dinner next Saturday night. I do not think about what our childrens' names are gonna be. You know what our childrens names are gonna be.","No, no, I mean, ya know, I, I read a book and there was a girl named Emily and I thought, I thought that might be good."
What was the book?,The big book of childrens' names.
"Ok, Ross, Ross, ok listen, what we have is amazing.",Yeah.
"But I do not want to have everything decided for me. I spent my whole life like that. It's what I had with Barry, that was one of the reasons I left. I, I like not knowing right now and I'm sorry if that scares you but if you want to be with me you are gonna have to deal with that.",Ok fine.
Thank you.,We're not done.
I didn't know that.,"Ok, then you're gonna have to understand that you're with a guy who's not gonna stop planning his future with you because he knows that we're gonna end up together and if that scares you, tough, 'cause you're gonna have to deal with that."
"Fine, I will.","Good, 'cause I love you."
Oh yeah.,Yeah.
Well I love you too.,Well that's the first time we've said that.
Yes it is.,"Well, I'm gonna kiss you."
Well you better.,
Hey. Oh thanks for the great movie tip.,Did you like it?
"Oh yeah. You know, I don't know if I was happier when um George Bailey destroyed the family business or um, Donna Reid cried, or when the mean pharmacist made his ear bleed.","Alright, I'll give you the ear thing but don't you think the ending was pretty wonderful?"
"I didn't watch the ending, I was too depressed. It just kept getting worse and worse, it should have been called, ""It's a sucky life and just when you think it can't suck any more it does.""",
Kick save and... denied.,"But... he gets it back, pass to the middle, lines it up and... BAM! Yes! Could that shot BE any prettier?"
Man you are incredible.,"Well, we had a table in college."
"Oh really, I didn't know they had foosball in the 1800's.",Nice moustache by the way. When puberty hits that thing's really gonna kick in.
"Honey. Uh, not to sound too Florence Henderson but, dinner's on the table.","Ok, just one more point."
Score! Now can we go?,"See, that's why we don't let her play."
Is everything all right?,Um-hmm.
Uh-oh.,"Oh hey listen, don't be mad at him, it's our fault. I'm sorry we've been hoggin so much of his time."
"Yeah, he's just really great to hang around with.",Well.
"No no, seriously, Chandler and I were just talkin about this. He is so much cooler than our dads. I mean, you know, our dad's are ok, ya know, but Richard is just- ow, ow. What are you kickin me for? Huh? I'm tryin to talk here.","Uh, you guys see me as a dad?"
Oh yeah.,No.
Nooooo.,"Your just, your just clearly not familiar with our young persons vernacular. See, when we say dad, we mean buddy. We mean pal."
"Uh-huh, yeah.","No no, seriously, Joey's my dad, Monica's my dad. I've even got some dads down at work."
"That's fine. Well, your other dad and I are gonna go have a romantic evening and I guess I'll just see you kids around.",Nighty-nite.
You're not a dad. You're not a dad.,Not a dad.
I can't believe you got us into trouble.,So are you ok?
"Yeah, just, I feel like I'm about a hundred. I thought I was just one of the guys.","Come here. I'll make you feel like one of the guys. You know for a really cool guy, you suck at foosball."
"What're you talkin' about, I was killin' 'em.","Yeah, well they suck too."
,"Ok, and then you take the poopie diaper and you put it in the poopie diaper pail."
"Ok Ross, just so you know, calling it a poopie diaper doesn't make this process any cuter.",Hello.
It's us.,Come on up. I'm gonna get the rest of his stuff together.
"Ok, we can do this now, can't we Ben? Yes we can, yes we can. There. I did it. I did it. Look at that, oh, stays on and everything. Hi.",Hi.
"I'm sorry, what did you just say? Did you just say hi? Oh my God, Ross, Ross, Ben just said 'Hi'.","Wha, what?"
Ben just said hi.,"What, the word hi?"
"Ye-, no, my Uncle Hi.","Great, great, and I miss that too, I miss everything."
"Oh, I'm sorry, I guess I just bring it out in him.",Hello.
Guess what. Ben just said his first word.,What did he say?
Something about hi.,That's so exciting.
Mommy is so proud of you. Hi. Hi.,"You know, actually it's more like, hi."
Hi.,Hi.
Hi.,Hi.
Hi.,Hi.
Hi.,"Ok, this could go on for a while."
We've got a cab waiting downstairs.,"Well, this was fun. Uh, we should really do it again sometime, wha'dya say? Ok. Alright so I've got him."
Tuesday.,"Tuesday right. Ok, bye you guys."
Take care.,Bye Ben.
Bye.,"Did, did he just, did he, did he just say, he said bye. He said bye. You said, you said bye to me. You said bye to me."
Suddenly I'm seeing him go off to college.,"We've gotta go, we've got that cab waiting."
"Alright, alright, ok. Bye.",Bye.
Bye.,Bye.
Bye.,Bye.
Bye.,
"Oh wow, look at this nice deep hole I've been digging. Hey Bert, isn't this a nice hole here. Hey.","Ok, Ben, this is the part where Ernie buries Bert in the sand and can't find him. Now, I've looked ahead on the tape and he does find him again. But, ok, before that happens, there's some pretty rough goin' for a while but I think we can handle it. And, there's just the alphabet but we know that ends well so. Ok, here we go."
"Bert, Bert. Bert. Hey, what happened to my friend Bert? He was here just a moment ago. Oh no, my old friend Bert is lost.","Oh, I'm so glad you're here."
,"Hey Monica, why are we watchin' the business channel?"
"'Cause I was going by it the other day and I saw that there was a stock with my initials, MEG, on it and, well, sometimes I have to watch for two or three hours before it comes up again but when it does, it's pretty exciting.","Ok honey, you really need a job."
"Mon, speaking of which, dad says he knows someone you can call for an interview.",Really.
"Ok, right there. That, that's the third sign today. Right there.","On behalf of everyone, I'd just like to say behuh."
"No, 'cause you just said dad and everywhere I go today I keep getting signs telling me to go see my father. Like when I was walking over here and I passed a buffet...which is my father's last name.",Ahh.
And they were serving franks which is his first name minus the s at the end. And there was a rotisserie with spinning chicken.,His indian name?
No because I chickened out the last time when I tried to meet him. So I mean coincidences? I don't think so.,Freakish.
Wow.,Freaky.
"Weird, weird.","Ok, so uh, who wants the last hamburger?"
"Oh, alright, that's it, now I have to go see him.",Why?
"Hamburger. McDonald's. Old MacDonald had a farm, my dad is a pharmacist.",
"Man, I am so beat.",Oh yeah.
"Hey, you just wanna forget about raquetball and hang out here?",Yeah alright.
Hey you're in our seats.,"Oh, sorry we didn't know."
"Hey, we were sitting there.","Ok, there is one more way to say it, who knows it?"
Is that supposed to be funny?,"No actually, I was just going for colorful."
What's with this guy?,What's with you?
"Uh, nothing, nothing's with him. Enjoy your coffee.",What just happened?
"I just took your hat. See, I can be funny too. My, my joke is that I, I took your hat.","That, that is funny. Can I have it back?"
No.,No?
No.,"Ok, ok, you know what? I think you're very funny. Kudos on that hat joke. But, come on guy just, just give him back the hat."
Why should we?,"Because it's a special hat. See he bought it 'cause he was feeling really down one day so he got the hat to cheer himself up, ya know. Now Chandler..."
"Stop talking, stop talking now. Let me just get this straight. You're actually stealing my hat?",You got a problem with that?
"No, just wanna make sure we're on the same page.",
"Hey, how'd the interview go?",It bit. It was a 50's theme restraunt. I have to cook in a costume and dance on the counter. I mean I was a chef at Cafe des Artistes. I mean how could I take a job where I have to make something called Laverne and Curly Fries?
So don't do it.,How can I not do it? I have $127 in the bank.
"Monica, relax, go get a beer.",I don't want a beer.
Who said it was for you?,Hhhiiii.
What's the matter with you?,The mean guys at the coffee house took my hat.
Noo.,You're kiddin'.
"It was ridiculous. Ya know, these guys, they were bullies, actual bullies, ya know. We're grown ups, this kinda stuff isn't supposed to happen anymore.",Oohhh.
Hi.,Hi.
"Ohhh Oh no, wait a minute, I have no one.","Hey, woah, let's go down there and get your hat back."
"Na, forget it, it's probably stripped and sold for parts by now.","Hey, I went up."
What?,"My stock, MEG, it went up 2 points. Hey guys, do you realize that if I had invested my $127 in myself yesterday that I'd like have...a lot more than that today. Ya know what, I'm gonna do it."
Do what?,Put all my money in me.
"Monica, what are you talking about? You don't know the first thing about the stock market.","What's to know? Buy sell, high low, bears bulls... Yes Manhattan...yeah telephone number of the stock...selling store."
,
"See, didn't I tell ya these pillows would be a good idea?","Oh God, here we go. For the first time in my life I'm gonna say 'Hi birthfather'."
"We love you, we're here for you.","Yeah good luck, good luck."
Thanks.,"Hey Rach, you uh, you want some sandwich?"
"Ohh, what is in that?","Olive loaf and ham spread, no mayo."
"No no, 'cause mayo, that would make it gross.","Hey, hey, no, oh oh."
Run Phoebe run.,"No no no, doggie please. Oh, I do so wanna love all animals, please no."
"Get him a bone, get a bone. You gotta bone?",Are you kidding me?
"Look kibbles, bits. Oh God, alright, get the hell off my leg you yippity piece of crap. Ok, alright, we have a problem.",Well why don't you just reach out and take his trampoline.
"Ok, here, I know what we can do.","Hey, hey, hey no."
"Ok, doggie get the- aahhh. Ok go get the sandwich, get the sandwich doggie. Good doggie get the sandwich, get the...ok, Joey, the dog will lick himself but he will not touch your sandwich, what does that say?","Well if he's not gonna eat it, I will."
Are you crazy?,"Phoebs, he's just a little dog. Ahhh."
,Hey.
What?,Do you have to be a Century 21 real-estate agent to get to wear those really cool jackets?
Do you say this stuff to girls?,"Hehehehey, isn't that the guy who used to wear your hat?"
And look where they're sitting.,"You're joking, right? You guys just walked through the door."
Maybe we didn't make it clear enough.,Yeah.
This couch belongs to us.,"Alright, I'll tell you what, you call the couch and then, and then we'll call the couch, and we'll see who it comes to."
You know what I keep wondering? Why you two are still sitting here.,"Alright, that's it. I've had enough of this, alright. Gunther, these guys are trying to take our seat."
"Fellas, these guys were here first.","Oh, sorry, I didn't realize."
Sorry.,There you go.
Thank you Gunther. We didn't want to have to go and do that.,He told on us?
You told on us?,"Well pal, you didn't give me much of a choice."
Don't play with his things.,I know.
"Alright, let's take this outside.","Let's, let's take this outside? Who talks like that?"
The guy that's about to kick your ass talks like that.,You had to ask.
Yeah.,"Ok, ok look, see, the thing is we're, we're not gonna fight you guys."
"Well then here's the deal, you won't have to so long as never ever show your faces in this coffee house ever again.",I think you played the Gunther card too soon.
,"Hey Phoeb's, I think you're good to go."
"Yeah, I don't know.",What's the matter?
"I just think that this was a really bad sign, ya know. I mean, like the beast at the threshold, you know. It's just like, I have no family left, ya know. I mean except for my grandmother, you know, but let's face it, she's not gonna be around forever, despite what she says. And I have a sister who I've barely spoken to since we like shared a womb. I don't know, this is my real father and I just, I want things to be like just right.","Yeah Phoebe, I completely understand."
"Yeah, whatever you need. Hey, you wanna go home?","Ok, thanks. Sorry, again"
What was that?,"Uhh, I'm guessing the threshold's clear now."
,I wanna buy 5 shares of SGJ and I wanna buy them now. C'mon time is money my friend. Thank you. Wooo.
Time is money my friend?,"Yeah, you missed, 'Takes money to make money,' and uh, 'Don't make me come down there and kick your wall street butt.'"
"Hey, I made $17 before breakfast, what have you done?","Well uh, I had breakfast here so technically I saved $3.50."
How did you make $17.,"Well, my financially challenged friends, I split my money and I bought some shares of CHP and ZXY."
How come those?,"Well, CHP because I used to have a crush on Eric Estrada. And ZXY becuase I think it sounds zexy."
"What happened to uh, MEG.?","MEG was good for me but I dumped her. Ya know, my motto is get out before they go down."
That is so not my motto.,Hey.
"Hey Phoebs. Oh hey, how's the dog?","Ok, I talked to the vet, people are so nice upstate. Anyway, he said that the little fella's gonna be ok and I can pick him up tomorrow."
Good.,"Oh, thank God."
"Yeah, but he did have to have a bunch of stitches and he said that only once in a blue moon does a dog's ear grow back so...still hoping.","Ok, so Phoebe, now are you gonna call your dad and let him know that his dog is ok?"
"I, I don't wanna meet my father over the phone. What am I gonna say, like 'Hi, I'm Phoebe, the daughter you abandoned. Oh, by the way, I broke your dog.'","Hey Phoebs, if you want, I'll do it."
"Ok. Listen, just don't say anything about me, ok.",DON'T...be too long with the phone.
She'll be a much better friend when the market closes.,It's a woman.
So talk to her.,"Uhh, hello Miss Buffay. I know where your dog is. I want you to know that he'll be returned to you, almost as good as new, within, within 24 hours. Uh, goodbye."
Why the voice.,Hard to say.
,Your cappucino sir.
Thank you.,Ya know I think this is much better than the coffee house.
Absolutely.,How come it's not mixing with the water?
"Well the package says you have to uh, constantly keep it moving. Stir and drink, stir and drink, never let it settle.","Hey, this is ridiculous. I'll tell you what. After I get back from my neice's christening, I'll go down to the coffee house with you and we'll all have a nice cup of coffee alright. No problem, Joey's there."
Ok.,No.
No?,"No. Man I don't wanna have to have Joey with me every time I wanna descent cup of coffee. Ya know, and I don't wanna spend the rest of my life drinking cappucino with a 'K'. I say you and I go back down there and stand up to those guys."
"Alright, hang on a second there Custer.","Yeah really, Ross, have you ever been beaten up before?"
"Yeah, sure.",By someone besides Monica?
"No. So what. So what if we get beaten up, maybe that's just something every man has to go through once in his life. Ya know, like a, like a right of passage or somethin'.","Well, couldn't we just lose our virginities again? Ya know, because I think actually mine's growing back."
,I need to borrow a hundred bucks.
What?,"Hi, welcome home. I need to borrow a hundred bucks."
For what?,I've gotta get back in the game.
"Why, when did you get out of the game?","I don't know, I lost it all ok. I lost it."
Oh no.,"Hey, I've come to terms with it, you have to too."
"Ok. Look uhh, Mon I'm, I'm really sorry.","Yeah, yeah, yeah, where are we on the hundred bucks?"
"I, I don't have it.","But I need it. Otherwords I'm gonna have to take that horrible diner job. You know, with the dancing and the costumes. I don't wanna have to wear flame retardant boobs."
Nobody does honey.,
Hi.,"Schnoodle. Oh my God, what the hell happened to my dog?"
"It was an accident, and, and the woman who did this would never ever hurt a dog on purpose. She's a vegetarian.","What are these, stitches?"
"Yeah, eight of them. That's 56 to him. You know also, if, if it's raining, you can't let him look up too long 'cause that cone'll fill up really really fast.","Yeah well, thanks for bringing back what's left of him."
"Sure, oh, is, is Frank home.",How do you know Frank?
"Just from a, from a long time ago. Is he here?",Yeah. Frank.
Yeah. What?,"Oh, ok, um, I mean Frank senior."
He went out for groceries.,Ok so will he be back soon?
Well he left four years ago so we're expecting him back any minute now.,"Alright, I'm, I'm gonna go. I'm sorry about the dog, everything. I'm sorry."
Hey lady. Hey wait up. How do you know my dad?,Um well I don't really. Just genetically. He's kinda my dad too.
Heavy.,"Yeah. So um, did he ever talk about me, Phoebe?"
No but he didn't really talk about anything.,Oh.
Except stilts.,Stilts?
"Yeah, he loved stilts. One time I was upstairs, I was stealing cigarettes out of my mom's purse, and uh, all of a sudden I look over and there's my dad's head bobbing past the window. He just had this big smile on his face and he was waving 'cause he was always happiest when he was on his stilts.",Wow.
Yeah.,I don't know what to do with that.
Me neither. So you're like my big sister.,Yeah.
"This is huge, you can buy me beer.","I'm not gonna. But you know what's cool though? Ok, if you had a friend named Pete, then I could say, 'Oh yeah, I know Pete, he's friends with my brother.'"
I gotta friend named Mark.,That'll work too.
"Cool, alright. So maybe, ya know, I could give you a call sometime, we could talk or somethin'.","Yeah, that'd be ok."
Alright.,"Ok, I'm in the book."
"Ok, yeah.","Alright. So um, stilts huh?"
"Yeah hey, you know if you want I can take you around back and show you where he hit his head on the rain gutter.",Ok.
,"Well we did it, we're here. We are standing our ground. How long does a cup of coffee take?"
Would you come on! Come on! Thank you.,"Ah, there we go."
I think we proved our point.,You burn your mouth?
Cannot feel my tounge.,"Bullies, big bullies."
"Oh, look who's here, it's the weenies.",Did we not make ourselves clear the other day.
"Yes, and that's why we're here.","Yes, we're standing out ground...apparently."
Let's do this alright.,"Woah, ho-ho, whad'ya got there, a weapon?"
"It's a nice watch, I don't wanna break it on your ribs.","Alright, let's do this."
Alright.,"Question. If I don't care about my watch, can I use it as a weapon?"
Whad'ya mean?,"Well, it's sharp, it's metal, I think I can do some, you know, serious damage with it."
"No, you can't use your watch.",Ok.
Or your keys.,Ok.
"Look, here's what we'll do. We'll put all keys and watches in the hat over there. Alright. Alright, c'mon man, let's do this.","Before I forget, are we hitting faces?"
"Of course we're hitting faces, why wouldn't you hit faces?","Well because I have to work on Monday, I have a big presentation."
"Actually, you know, uh, I gotta show this apartment tomorrow and uh, you know, this no faces thing might not be a bad idea.","Ok, nothing from the neck up. Or the waist down. Dana's ovulating."
"Oh really, you guys tryin' again?",Yeah.
"Ok, so let me just get this straight. So we're uh, strictly talking about the middle?",C'MON!
"Hey, hey, woah, you want some of this, huh? You want a piece of this, huh? I'm standin here, huh.","Hey, hey, those guys are takin our stuff!"
Hey.,Hey.
,"God, that was, that was amazing, that was incredible. You guys, you guys kicked butt."
"Us, what about you guys? Man you really, bing, gave it to old Mr. Clean back there. He was a big guy.",Yeah he was wasn't he.
"Yeah, I wouldn't know having missed everything.",Don't do that to yourself. Any one of us could have tripped over that little girls jump-rope.
"So, listen guys, are we uh, are we ok here?",We're ok.
Alright.,"Ok so, can I have my hat back?"
No.,Huh.
,Look at her.
Hi Monica.,"He-he-he, how's it goin'?"
Hey nice boobs.,"Guys guys, check this out."
Excellent.,
"So, I'll get candles and my mom's lace tablecloth, and since it's Rachel's birthday, I mean, we want it to be special, I thought I'd poach a salmon.",Ohhh.
What?,Question. Why do we always have to have parties where you poach things?
You wanna be in charge of the food committee?,Question two. Why do we always have to have parties with committees?
Really. Why can't we just get some pizzas and get some beers and have fun?,Yeah.
"Yeah, I agree. Ya know, I think fancy parties are only fun if you're fancy on the inside and I'm just not sure we are.","Alright. If you guys don't want it to be special, fine. You can throw any kind of party you want."
"Joey they're not real. I start miles beneath the surface of these things, ok, they're fake. See honk honk.","Wow, it's, it's like porno for clowns."
,"I talked to Rachel's sisters, neither of them can come."
"Ok, um so, I still have to invite Dillon and Emma and Shannon Cooper.","Woah, woah, woah, uh, no Shannon Cooper."
Why not her?,"Cause she uh, she steals stuff."
Or maybe she doesn't steal stuff and Joey just slept with her and never called her back.,Joey that is horriable.
"Hey I liked her, alright. Maybe, maybe too much. I don't know I guess I just got scared.","I'm sorry, I didn't know."
"I didn't think anyone'd buy that, ok.","Hi honey, how did it go?"
"Agh, it was the graduation from hell.","Ya know, my cousin went to hell on a football scholarship."
"Ya know, I mean this is supposed to be a joyous occasion. My sister's graduating from college, nobody thought she would. It's a true testament to what a girl from long island would do for a Celica.",So what happened?
"My parents happened. All they had to do was sit in the same stadium, smile proudly, and not talk about the divorce. But nooo, they got into a huge fight in the middle of the commencement address. Bishop Tutu actually had to stop and shush them. But you know what, you know what the good news is? I get to serve coffee for the next 8 hours.","Ok, so I guess we don't invite her parents."
"Well, how bout just her mom?",Why her mom?
Cause I already invited her.,"Ooh, ooh, did you ask Stacy Roth?"
"Oh no, can't invite her. She also steals.",
"Ok, here are the birthday candles. Where's the birthday cake?","Ok, we're not having birthday cake, we're having birthday flan."
Excuse me?,It's a traditional Mexican custard dessert.
"Oh that's nice. Happy birthday Rachel, here's some goo.",Dr. Greene. Oh my God it's Rachel's dad. What're you doing here?
What? The father can't drop by to see the daughter on her birthday?,"No no, the father can, but um, since I am the roommate I can tell you that she's not here and I'll pass along the message, ok. So bye-bye."
"Ohhh, you're having a parteee.","No, no, not a party. Just a surprise gathering of some people Rachel knows. Um, this is Phoebe and Chandler and Joey."
"I'll never remember all of that. So uh, what's the deal? Rachel comes home, people pop out and yell stuff, is that it?","This isn't your first surprise party, is it sir?"
Hi Monica.,Chinese menu guy. Forgot the menus.
"So, basically just a Chinese guy.","Uh, hey, Dr. Greene, why don't you come with me, we'll put your jacket on Rachel's bed."
"Alright, that sounds like a two person job.","Well, my goodness, what was that?"
"Sandra, I am so sorry, I thought you were Rachel and we just weren't ready for you yet.",You thought I was Rachel?
"Yes because uh, you look so young.","And because you're both, you know, white women."
"Oh, I missed you kids. Well, should I put my coat in the bedroom?","NO! No, I'll take that for ya."
"Oh well thank you. Such a gentleman. Thank you. Ahh, it all looks so nice, so festive, all the balloons... The funniest thing happened to me on the way here. I was...","Ha-ha, that's great, ha-ha. I can't wait to hear the rest of it, ya know, but I really have to go to the bathroom so... Hey, come with me. Yeah, yeah, it'll be like we're gal pals, ya know, like at a restraunt. Oh, it'll be fun, c'mon."
"Oh my God, oh my God, oh my God.","Ok, think, what would Jack and Chrissy do?"
"Ok, now that your coat is safely in the bedr-, oh, ok we can come back out in the living room.","So uh, Joey and Chanlder, I, I think it's time that you take Dr. Greene over to your place."
"Uhh, yes, absdolutely, um. Why again?",Because that's where the party is you goon. See this is just the staging area.
Right this is staging.,"Yeah, this more than anything else, is the staging area."
This is clearly in the wrong apartment.,
"Alright you guys are off to party number one and you, you are off to party number two Alright fellas, let's keep it movin', let' keep it movin.",Chandler could you at least send some women to my party? Alright that's Ross.
"Ok, they're coming, shhh.","Ohh, thank you for the wonderful dinner."
Thanks for being born.,"Ohh, thank you for my beautiul earrings, they're perfect. I love you."
"Oh, now you can exchange them if you want, ok.",Now I love you even more.
Surprise.,"Oh my gosh, wow. Monica. Oh my god. Mom. This is so great."
Happy birthday sweetie.,"Wow you, you. I had no idea."
Really?,"No, I knew."
All right.,"Ok, everybody, there's food and drinks on the table. Go across the hall."
What?,What?
"Right now, Joey and Chandler's, go now.",Why.
Just go.,Surprise.
Happy birthday sweetpea.,Daddy.
"Both of them are here, both of them, both of them are here?","Well, we could count again."
I can't believe this is happening.,"You know what, this is ridiculous, ok. This is your birthday, this is your party. I say we just put 'em all together and if they can't deal with it, who cares."
I do.,That's who.
"Look, are you gonna be ok?","Well, I have to be, I don't really have a choice, I mean, you know, I could look at the bright side, I get two birthday parties and two birthday cakes."
"Well, actually just one birthday flan.",What?
"It's a traditional Mexican custard dessert...Look talk to Monica, she's on the food committee.",
"Joey, Joey. Hey, some girl just walked up to me and said, 'I want you Dennis,' and stuck her tounge down my throat. I love this party.",Quick volleyball question.
Volleyball.,"Yeah, we set up a court in your room. Uh, you didn't really like that grey lamp, did you?"
"Joey, a woman just stuck her tounge down my throat, I'm not even listening to you.",Dennis.
"Ok, that's me.","Listen honey, can you keep dad occupied, I'm gonna go talk to mom for a while."
"Ok, do you have any ideas for any openers?","Uhh, let's just stay clear of 'I'm the guy that's doing you daughter' and you should be ok."
"Ok people, I want you to take a piece of paper, here you go, and write down your most embarassing memory. Oh, and I do ask that when you're not using the markers, you put the caps back on them because they will dry out.","Hi Dr. Greene. So, uh, how's everything in the uh, vascular surgery....game?"
"It's not a game Ross, a woman died on my table today.",I'm sorry. See that's the good thing about my job. All the dinosaurs on my table are already dead.
"Listen you guys, I don't mean to be a pain about this but, um, I've noticed that some of you are just placing them on. You wanna push the caps until you hear them click. Gunther, where're you going?","I um, was sorta thinking about maybe..."
"No. No you can't go. No this is fun. Come on we're just getting started. Here, here's your marker.","Listen if you wanna go, just go."
"No, she'll yell at me again.","Alright, I can get you out."
What?,"Shh. In a minute, I'm gonna create a diversion. When I do, walk quickly to the door and don't look back."
I think I need a drink.,"Oh, here, I, I'll get it for ya. Whad'ya want?"
Scotch.,"Scotch. Alright, I'll be back in 10 seconds with your scotch on the rocks in a glass."
Neat.,Cool.
"No no no, no no no, neat, as in no rocks.",I know.
"Oh hello Ross, where have you been?","Hi. Uh, I have been in the bathroom. Stay clear of the salmon mousse."
"Oh, scotch neat. Ya know, that's Rachel's father's drink.","Oh, mine too. Isn't that neat, scotch neat. Would you excuse me? Hey, hey, where you uh, sneakin off to mister?"
I'm getting my cigarettes out of my jacket.,No. no.
Whad'ya mean no?,"No, um, see 'cause that, that is, that is the staging area. If you go in there, it'll ruin the whole illusion of the party. Yeah, I think you take your scotch back in there and I will get your cigarettes for you sir."
Get my glasses too.,All righty roo. What a great moment to say that for the first time.
"Ok, the first person's most embarassing memory is, 'Monica, your party sucks.' Very funny.","Oh no, ooh, ooh, did somebody forget to use a coaster?"
What? I don't see anything.,"Great, I'm seeing water rings again."
"Ross, whose glasses are those?",Mine.
You wear bi-focals?,"Um-hmm. I have a condition, apparently, that I require two different sets of focals."
Did you know my husband has glasses just like that?,Well those are very popular frames.
Neil Sedaka wears them.,I hear you can get people out of here.
"Rachel, you didn't tell me your boyfriend smoked.","Yeah, like a chimney."
"Ohh, big smoker. Big big smoker. In fact I'm gonna go ou into the hallway and fire up this bad boy.",Are you wearing my glasses?
Yes. I was just warming up the earpieces for you.,Thank you. Is that one of my cigarettes?
"Yeah, yes it is, I was just moistening the tip.","Ok, ok, she's taking the trash out so I can get you out of here but it has to be now, she'll be back any minute."
What about my friend Victor?,"No, only the three of you, any more than that and she'll get suspicious."
"Alright, let me just get my coat.",There isn't time. You must leave everything. They'll take care of you next door.
Is it true they have beer?,Everything you've heard is true.
"Could you guys please try to keep it down, we're trying to start a Boggle tournament.","You, and you, you're supposed to be at my party. And Gunther! What are you doing here?"
Um,"Ok, welcome to the fu-oh."
Phoebe.,"Alright, I'm sorry but these people needed me. They work hard all week, it's Saturday night, they deserve to have a little fun. Go."
"Ya know, my party is fun. I mean, maybe it's a little quieter, less obvious sorta fun but, you know, if people would just give it a chance...",You want me to see a therapist?
"Sweetheart, you obviously have a problem. You've chosen a boyfriend exactly like your father.","Ok mom, you know what, fine, I'll make an appointment ok, but you know what, right now, I gotta go, I gotta go do a thing."
Did you know your mother spent $1200 dollars on bansai trees. I felt like Gulliver around that place.,"Daddy, daddy, you know what, I really wanna hear more about this, I really do, but I just have, I just have to do a, some stuff."
You work and you work and you work at a marriage but all he cares about is his stupid boat.,You work and you work and you work on a boat...
He always ridiculed my pottery classs...,...and you sand it and you varnish it...
"...but when all is said and done, he still drinks out of the mugs.",...and her yoga and her Bridges of Madison County...
...the scotch and the cigarettes...,...and the bansai's and the chiuaua...
...I may have only been in therapy for three weeks now dear but...,...what the hell does she want with half a boat...
,"Ok, ok, you can be shirts and I'll be skins. I'll be skins. Hey, how you holdin' up there, tiger? Oh, sorry, when my parents were getting divorced I got a lot of tigers. Got a lot of champs, chiefs, sports, I even got a governor."
"This is it, isn't it? I mean, this is what my life is gonna be like. My mom there, my dad there. Thanksgiving, Christmas. She gets the house, he's in some condo my sister's gonna decorate with wicker. Oh, Chandler how did you get through this?","Well, I relied on a carefully regimented program of denial and, and wetting the bed."
"Ya know, I just, so weird. I mean I was in there just listening to them bitch about each other and all I kept thinking about was the fourth of July.",Becasue it reminded you of the way our forefathers used to bitch at each other?
"It's just this thing. Every year we would go out on my dad's boat and watch the fireworks. Mom always hated it because the ocean air made her hair all big. My sister Jill would be throwing up over the side and my dad would be upset becasue nobody was helping and then when we did help he would scream at us for doing it wrong. But then when the fireworks started, everybody just shut up, you know, and it'd get really cold, and we would all just sort of smush under this one blanket. It never occured to anybody to bring another one. And now it's just...","I, I know."
,"Ok, thanks for coming, I hope you guys had fun."
"Alright, Monica dear, I'm gonna hit the road. Now I've left my 10 verbs on the table. And you be sure and send me that finished poem.",Ok will do. So glad you came.
I think I saw Rachel out in the hall.,"Ok, let me go check. Your mom want's to say goodbye."
Oh ok.,Happy birthday sweetie.
Ok.,"Ahh, you drive safe."
"Ross, what're you doing.",I'm getting ready for the water skiing. How are you doing?
"Well, uh, Dr. Greene, where are you going?",To get my coat.
No no no.,"Alright, alright, I can get my own coat."
"Sorry, we're on a major flan high.","Oh no, you're not supposed to be here. This is the staging area, you should, it's all wrong, you should leave, ya know, get out. Or perhaps you'd like a creme d'menthe."
"I have to be heading to my chateau, thank you.","Oh all right, then I guess we're going back into the hallway."
"Thanks for coming Mrs. Greene. Well, ok, you take care.","Oh, you kids Well, this is the best party I've been to in years."
Thank you.,
"Ok everybody, it's time for flan.","Yup, get ready for the gelatenous fun."
Kinda looks like that stuff you get when you get a bad infection.,"Ok, that's enough."
"Ok Rachel, make a special flan wish.","Ok, I've got one. Wow, those things almost never come true."
,
"Ok, Chandler, Mon, there's only one bananna nut muffin left.","Oh, I ordered mine first."
"Yeah, but I'm, I'm so much faster...",Give it to me.
No.,Give it to me.
"Ok, you can have it.","There you go, enjoy your coffee."
That was there when I got here.,"Hey you guys, you will never guess who's coming to New York."
"Quick, Phoebe, tell us before he can swallow.","Oh ok, Ryan, that guy I went out with, who's in the Navy."
You went out with a guy in the Navy?,"Yeah, I met him when I was playing guitar in Washington Square Park. Ryan threw in salt water taffy 'cause he didn't have any change."
